session_id,track_id,session_type,time,weather,track_temp,track_length,total_laps
13859826608897719907,11,4,1539,2,40,5798,2
13859826608897719907,11,4,1539,2,40,5798,2
13859826608897719907,11,4,1538,2,40,5798,2
13859826608897719907,11,4,1538,2,40,5798,2
13859826608897719907,11,4,1537,2,40,5798,2
13859826608897719907,11,4,1537,2,40,5798,2
13859826608897719907,11,4,1536,2,40,5798,2
13859826608897719907,11,4,1536,2,40,5798,2
13859826608897719907,11,4,1535,2,40,5798,2
13859826608897719907,11,4,1535,2,40,5798,2
13859826608897719907,11,4,1534,2,40,5798,2
13859826608897719907,11,4,1534,2,40,5798,2
13859826608897719907,11,4,1533,2,40,5798,2
13859826608897719907,11,4,1532,2,40,5798,2
13859826608897719907,11,4,1532,2,40,5798,2
13859826608897719907,11,4,1531,2,40,5798,2
13859826608897719907,11,4,1531,2,40,5798,2
13859826608897719907,11,4,1530,2,40,5798,2
13859826608897719907,11,4,1530,2,40,5798,2
13859826608897719907,11,4,1529,2,40,5798,2
13859826608897719907,11,4,1529,2,40,5798,2
13859826608897719907,11,4,1528,2,40,5798,2
13859826608897719907,11,4,1528,2,40,5798,2
13859826608897719907,11,4,1527,2,40,5798,2
13859826608897719907,11,4,1527,2,40,5798,2
13859826608897719907,11,4,1526,2,40,5798,2
13859826608897719907,11,4,1526,2,40,5798,2
13859826608897719907,11,4,1525,2,40,5798,2
13859826608897719907,11,4,1525,2,40,5798,2
13859826608897719907,11,4,1524,2,40,5798,2
13859826608897719907,11,4,1524,2,40,5798,2
13859826608897719907,11,4,1523,2,40,5798,2
13859826608897719907,11,4,1523,2,40,5798,2
13859826608897719907,11,4,1522,2,40,5798,2
13859826608897719907,11,4,1522,2,40,5798,2
13859826608897719907,11,4,1521,2,40,5798,2
13859826608897719907,11,4,1521,2,40,5798,2
13859826608897719907,11,4,1520,2,40,5798,2
13859826608897719907,11,4,1520,2,40,5798,2
13859826608897719907,11,4,1519,2,40,5798,2
13859826608897719907,11,4,1519,2,40,5798,2
13859826608897719907,11,4,1518,2,40,5798,2
13859826608897719907,11,4,1518,2,40,5798,2
13859826608897719907,11,4,1517,2,40,5798,2
13859826608897719907,11,4,1517,2,40,5798,2
13859826608897719907,11,4,1516,2,40,5798,2
13859826608897719907,11,4,1516,2,40,5798,2
13859826608897719907,11,4,1515,2,40,5798,2
13859826608897719907,11,4,1515,2,40,5798,2
13859826608897719907,11,4,1514,2,40,5798,2
13859826608897719907,11,4,1514,2,40,5798,2
13859826608897719907,11,4,1513,2,40,5798,2
13859826608897719907,11,4,1513,2,40,5798,2
13859826608897719907,11,4,1512,2,40,5798,2
13859826608897719907,11,4,1512,2,40,5798,2
13859826608897719907,11,4,1511,2,40,5798,2
13859826608897719907,11,4,1511,2,40,5798,2
13859826608897719907,11,4,1510,2,40,5798,2
13859826608897719907,11,4,1510,2,40,5798,2
13859826608897719907,11,4,1509,2,40,5798,2
13859826608897719907,11,4,1509,2,40,5798,2
13859826608897719907,11,4,1508,2,40,5798,2
13859826608897719907,11,4,1507,2,40,5798,2
13859826608897719907,11,4,1507,2,40,5798,2
13859826608897719907,11,4,1506,2,40,5798,2
13859826608897719907,11,4,1506,2,40,5798,2
13859826608897719907,11,4,1505,2,40,5798,2
13859826608897719907,11,4,1505,2,40,5798,2
13859826608897719907,11,4,1504,2,40,5798,2
13859826608897719907,11,4,1504,2,40,5798,2
13859826608897719907,11,4,1503,2,40,5798,2
13859826608897719907,11,4,1503,2,40,5798,2
13859826608897719907,11,4,1502,2,40,5798,2
13859826608897719907,11,4,1502,2,40,5798,2
13859826608897719907,11,4,1501,2,40,5798,2
13859826608897719907,11,4,1501,2,40,5798,2
13859826608897719907,11,4,1500,2,40,5798,2
13859826608897719907,11,4,1500,2,40,5798,2
13859826608897719907,11,4,1499,2,40,5798,2
13859826608897719907,11,4,1499,2,40,5798,2
13859826608897719907,11,4,1498,2,40,5798,2
13859826608897719907,11,4,1498,2,40,5798,2
13859826608897719907,11,4,1497,2,40,5798,2
13859826608897719907,11,4,1497,2,40,5798,2
13859826608897719907,11,4,1496,2,40,5798,2
13859826608897719907,11,4,1496,2,40,5798,2
13859826608897719907,11,4,1495,2,40,5798,2
13859826608897719907,11,4,1495,2,40,5798,2
13859826608897719907,11,4,1494,2,40,5798,2
13859826608897719907,11,4,1492,2,40,5798,2
13859826608897719907,11,4,1492,2,40,5798,2
13859826608897719907,11,4,1491,2,40,5798,2
13859826608897719907,11,4,1491,2,40,5798,2
13859826608897719907,11,4,1490,2,40,5798,2
13859826608897719907,11,4,1490,2,40,5798,2
13859826608897719907,11,4,1489,2,40,5798,2
13859826608897719907,11,4,1489,2,40,5798,2
13859826608897719907,11,4,1487,2,40,5798,2
13859826608897719907,11,4,1487,2,40,5798,2
13859826608897719907,11,4,1486,2,40,5798,2
13859826608897719907,11,4,1486,2,40,5798,2
13859826608897719907,11,4,1485,2,40,5798,3
13859826608897719907,11,4,1485,2,40,5798,3
13859826608897719907,11,4,1378,2,40,5798,3
13859826608897719907,11,4,1377,2,40,5798,3
13859826608897719907,11,4,1377,2,40,5798,3
13859826608897719907,11,4,1376,2,40,5798,3
13859826608897719907,11,4,1376,2,40,5798,3
13859826608897719907,11,4,1375,2,40,5798,3
13859826608897719907,11,4,1375,2,40,5798,3
13859826608897719907,11,4,1374,2,40,5798,3
13859826608897719907,11,4,1372,2,40,5798,3
13859826608897719907,11,4,1357,2,40,5798,3
13859826608897719907,11,4,1342,2,40,5798,3
13859826608897719907,11,4,1327,2,40,5798,3
13859826608897719907,11,4,1312,2,40,5798,3
13859826608897719907,11,4,1297,2,40,5798,3
13859826608897719907,11,4,1282,2,40,5798,3
13859826608897719907,11,4,1266,2,40,5798,3
13859826608897719907,11,4,1252,2,40,5798,3
13859826608897719907,11,4,1236,2,40,5798,3
13859826608897719907,11,4,1222,2,40,5798,3
13859826608897719907,11,4,1207,2,40,5798,3
13859826608897719907,11,4,1191,2,40,5798,3
13859826608897719907,11,4,1177,2,40,5798,3
13859826608897719907,11,4,1162,2,40,5798,3
13859826608897719907,11,4,1146,2,40,5798,3
13859826608897719907,11,4,1132,2,40,5798,3
13859826608897719907,11,4,1116,2,40,5798,3
13859826608897719907,11,4,1108,2,40,5798,3
13859826608897719907,11,4,1108,2,40,5798,3
13859826608897719907,11,4,1107,2,40,5798,3
13859826608897719907,11,4,1107,2,40,5798,3
13859826608897719907,11,4,1107,2,40,5798,3
13859826608897719907,11,4,1107,2,40,5798,3
13859826608897719907,11,4,1107,2,40,5798,3
13859826608897719907,11,4,1107,2,40,5798,3
13859826608897719907,11,4,1107,2,40,5798,3
13859826608897719907,11,4,1107,2,40,5798,3
13859826608897719907,11,4,1107,2,40,5798,3
13859826608897719907,11,4,1106,2,40,5798,3
13859826608897719907,11,4,1106,2,40,5798,3
